CN2017,,SITC Rev 4
4805 25 00,ex,641.54
4805 30 00,-,641.52
4805 40 00,ex,641.56
4805 50 00,ex,641.56
4805 91 00,ex,641.59
4805 92 00,ex,641.59
4805 93 20,ex,641.59
4805 93 80,ex,641.59
4806 10 00,ex,641.53
4806 20 00,ex,641.53
4806 30 00,ex,641.53
4806 40 10,ex,641.53
4806 40 90,ex,641.53
4807 00 30,ex,641.92
4807 00 80,ex,641.92
4808 10 00,-,641.64
4808 40 00,-,641.62
4808 90 00,-,641.69
4809 20 00,ex,641.31
4809 90 00,ex,641.31
4810 13 00,ex,641.32
4810 14 00,ex,641.32
4810 19 00,ex,641.32
4810 22 00,ex,641.34
4810 29 30,ex,641.34
4810 29 80,ex,641.34
4810 31 00,-,641.74
4810 32 10,ex,641.75
4810 32 90,ex,641.75
4810 39 00,-,641.76
4810 92 10,ex,641.77
4810 92 30,ex,641.77
4810 92 90,ex,641.77
4810 99 10,ex,641.77
4810 99 80,ex,641.77
4811 10 00,-,641.73
4811 41 20,ex,641.78
4811 41 90,ex,641.78
4811 49 00,ex,641.78
4811 51 00,-,641.71
4811 59 00,-,641.72
4811 60 00,ex,641.79
4811 90 00,ex,641.79
4812 00 00,-,641.93
4813 10 00,ex,642.41
4813 20 00,ex,642.41
4813 90 10,ex,641.55
4813 90 90,ex,641.55
4814 20 00,ex,641.94
4814 90 10,ex,641.94
4814 90 70,ex,641.94
4816 20 00,ex,642.42
4816 90 00,ex,642.42
4817 10 00,-,642.21
4817 20 00,-,642.22
4817 30 00,-,642.23
4818 10 10,ex,642.43
4818 10 90,ex,642.43
4818 20 10,ex,642.94
4818 20 91,ex,642.94
4818 20 99,ex,642.94
4818 30 00,ex,642.94
4818 50 00,ex,642.94
4818 90 10,ex,642.94
4818 90 90,ex,642.94
4819 10 00,-,642.11
4819 20 00,-,642.12
4819 30 00,-,642.13
4819 40 00,-,642.14
4819 50 00,-,642.15
4819 60 00,-,642.16
4820 10 10,ex,642.31
4820 10 30,ex,642.31
4820 10 50,ex,642.31
4820 10 90,ex,642.31
4820 20 00,-,642.32
4820 30 00,-,642.33
4820 40 00,-,642.34
4820 50 00,-,642.35
4820 90 00,-,642.39
4821 10 10,ex,892.81
4821 10 90,ex,892.81
4821 90 10,ex,892.81
4821 90 90,ex,892.81
4822 10 00,ex,642.91
4822 90 00,ex,642.91
4823 20 00,-,642.45
4823 40 00,ex,642.99
4823 61 00,ex,642.93
4823 69 10,ex,642.93
4823 69 90,ex,642.93
4823 70 10,ex,642.99
4823 70 90,ex,642.99
4823 90 40,ex,642.99
4823 90 85,ex,642.99
4901 10 00,-,892.15
4901 91 00,-,892.16
4901 99 00,-,892.19
4902 10 00,-,892.21
4902 90 00,-,892.29
4903 00 00,-,892.12
4904 00 00,-,892.85
4905 10 00,ex,892.14
4905 91 00,-,892.13
4905 99 00,ex,892.14
4906 00 00,-,892.82
4907 00 10,ex,892.83
4907 00 30,ex,892.83
4907 00 90,ex,892.83
4908 10 00,ex,892.41
4908 90 00,ex,892.41
4909 00 00,-,892.42
4910 00 00,-,892.84
4911 10 10,ex,892.86
4911 10 90,ex,892.86
4911 91 00,-,892.87
4911 99 00,-,892.89
5001 00 00,-,261.41
5002 00 00,-,261.30
5003 00 00,-,261.42
5004 00 10,ex,651.92
5004 00 90,ex,651.92
5005 00 10,ex,651.93
5005 00 90,ex,651.93
5006 00 10,ex,651.94
5006 00 90,ex,651.94
5007 10 00,-,654.11
5007 20 11,ex,654.13
5007 20 19,ex,654.13
5007 20 21,ex,654.13
5007 20 31,ex,654.13
5007 20 39,ex,654.13
5007 20 41,ex,654.13
5007 20 51,ex,654.13
5007 20 59,ex,654.13
5007 20 61,ex,654.13
5007 20 69,ex,654.13
5007 20 71,ex,654.13
5007 90 10,ex,654.19
5007 90 30,ex,654.19
5007 90 50,ex,654.19
5007 90 90,ex,654.19
5101 11 00,-,268.11
5101 19 00,-,268.19
5101 21 00,ex,268.21
5101 29 00,ex,268.21
5101 30 00,-,268.29
5102 11 00,ex,268.30
5102 19 10,ex,268.30
5102 19 30,ex,268.30
5102 19 40,ex,268.30
5102 19 90,ex,268.30
5102 20 00,-,268.50
5103 10 10,ex,268.63
5103 10 90,ex,268.63
5103 20 00,ex,268.69
5103 30 00,ex,268.69
5104 00 00,-,268.62
5105 10 00,ex,268.71
5105 21 00,ex,268.71
5105 29 00,-,268.73
5105 31 00,ex,268.77
5105 39 00,ex,268.77
5105 40 00,ex,268.77
5106 10 10,ex,651.12
5106 10 90,ex,651.12
5106 20 10,ex,651.17
5106 20 91,ex,651.17
5106 20 99,ex,651.17
5107 10 10,ex,651.13
5107 10 90,ex,651.13
5107 20 10,ex,651.18
5107 20 30,ex,651.18
5107 20 51,ex,651.18
5107 20 59,ex,651.18
5107 20 91,ex,651.18
5107 20 99,ex,651.18
5108 10 10,ex,651.14
5108 10 90,ex,651.14
5108 20 10,ex,651.14
5108 20 90,ex,651.14
5109 10 10,ex,651.16
5109 10 90,ex,651.16
5109 90 00,-,651.19
5110 00 00,-,651.15
5111 11 00,ex,654.21
5111 19 00,ex,654.21
5111 20 00,ex,654.31
5111 30 10,ex,654.31
5111 30 80,ex,654.31
5111 90 10,ex,654.33
5111 90 91,ex,654.33
5111 90 98,ex,654.33
5112 11 00,ex,654.22
5112 19 00,ex,654.22
5112 20 00,ex,654.32
5112 30 10,ex,654.32
5112 30 80,ex,654.32
5112 90 10,ex,654.34
5112 90 91,ex,654.34
5112 90 98,ex,654.34
5113 00 00,-,654.92
5201 00 10,ex,263.10
5201 00 90,ex,263.10
5202 10 00,-,263.31
5202 91 00,-,263.32
5202 99 00,-,263.39
5203 00 00,-,263.40
5204 11 00,ex,651.21
5204 19 00,ex,651.21
5204 20 00,-,651.22
5205 11 00,ex,651.33
5205 12 00,ex,651.33
5205 13 00,ex,651.33
5205 14 00,ex,651.33
5205 15 10,ex,651.33
5205 15 90,ex,651.33
5205 21 00,ex,651.33
5205 22 00,ex,651.33
5205 23 00,ex,651.33
5205 24 00,ex,651.33
5205 26 00,ex,651.33
5205 27 00,ex,651.33
5205 28 00,ex,651.33
5205 31 00,ex,651.33
5205 32 00,ex,651.33
5205 33 00,ex,651.33
5205 34 00,ex,651.33
5205 35 00,ex,651.33
5205 41 00,ex,651.33
5205 42 00,ex,651.33
5205 43 00,ex,651.33
5205 44 00,ex,651.33
5205 46 00,ex,651.33
5205 47 00,ex,651.33
5205 48 00,ex,651.33
5206 11 00,ex,651.34
5206 12 00,ex,651.34
5206 13 00,ex,651.34
5206 14 00,ex,651.34
5206 15 00,ex,651.34
5206 21 00,ex,651.34
5206 22 00,ex,651.34
5206 23 00,ex,651.34
5206 24 00,ex,651.34
5206 25 00,ex,651.34
5206 31 00,ex,651.34
5206 32 00,ex,651.34
5206 33 00,ex,651.34
5206 34 00,ex,651.34
5206 35 00,ex,651.34
5206 41 00,ex,651.34
5206 42 00,ex,651.34
5206 43 00,ex,651.34
5206 44 00,ex,651.34
5206 45 00,ex,651.34
5207 10 00,-,651.31
5207 90 00,-,651.32
5208 11 10,ex,652.21
5208 11 90,ex,652.21
5208 12 16,ex,652.21
5208 12 19,ex,652.21
5208 12 96,ex,652.21
5208 12 99,ex,652.21
5208 13 00,ex,652.21
5208 19 00,ex,652.21
5208 21 10,ex,652.31
5208 21 90,ex,652.31
5208 22 16,ex,652.31
5208 22 19,ex,652.31
5208 22 96,ex,652.31
5208 22 99,ex,652.31
5208 23 00,ex,652.31
5208 29 00,ex,652.31
5208 31 00,ex,652.32
5208 32 16,ex,652.32
5208 32 19,ex,652.32
5208 32 96,ex,652.32
5208 32 99,ex,652.32
5208 33 00,ex,652.32
5208 39 00,ex,652.32
5208 41 00,ex,652.33
5208 42 00,ex,652.33
5208 43 00,ex,652.33
5208 49 00,ex,652.33
5208 51 00,ex,652.34
5208 52 00,ex,652.34
5208 59 10,ex,652.34
5208 59 90,ex,652.34
5209 11 00,ex,652.22
5209 12 00,ex,652.22
5209 19 00,ex,652.22
5209 21 00,ex,652.41
5209 22 00,ex,652.41
5209 29 00,ex,652.41
5209 31 00,ex,652.42
5209 32 00,ex,652.42
5209 39 00,ex,652.42
5209 41 00,ex,652.44
5209 42 00,-,652.43
5209 43 00,ex,652.44
5209 49 00,ex,652.44
5209 51 00,ex,652.45
5209 52 00,ex,652.45
5209 59 00,ex,652.45
5210 11 00,ex,652.23
5210 19 00,ex,652.23
5210 21 00,ex,652.51
5210 29 00,ex,652.51
5210 31 00,ex,652.52
5210 32 00,ex,652.52
5210 39 00,ex,652.52
5210 41 00,ex,652.53
5210 49 00,ex,652.53
5210 51 00,ex,652.54
5210 59 00,ex,652.54
5211 11 00,ex,652.24
5211 12 00,ex,652.24
5211 19 00,ex,652.24
5211 20 00,-,652.61
5211 31 00,ex,652.62
5211 32 00,ex,652.62
5211 39 00,ex,652.62
5211 41 00,ex,652.64
5211 42 00,-,652.63
5211 43 00,ex,652.64
5211 49 10,ex,652.64
5211 49 90,ex,652.64
5211 51 00,ex,652.65
5211 52 00,ex,652.65
5211 59 00,ex,652.65
5212 11 10,ex,652.25
5212 11 90,ex,652.25
5212 12 10,ex,652.91
5212 12 90,ex,652.91
5212 13 10,ex,652.92
5212 13 90,ex,652.92
5212 14 10,ex,652.93
5212 14 90,ex,652.93
5212 15 10,ex,652.94
5212 15 90,ex,652.94
5212 21 10,ex,652.26
5212 21 90,ex,652.26
5212 22 10,ex,652.95
5212 22 90,ex,652.95
5212 23 10,ex,652.96
5212 23 90,ex,652.96
5212 24 10,ex,652.97
5212 24 90,ex,652.97
5212 25 10,ex,652.98
5212 25 90,ex,652.98
5301 10 00,-,265.11
5301 21 00,ex,265.12
5301 29 00,ex,265.12
5301 30 00,-,265.13
5302 10 00,-,265.21
5302 90 00,-,265.29
5303 10 00,-,264.10
5303 90 00,-,264.90
5305 00 00,-,265.80
5306 10 10,ex,651.96
5306 10 30,ex,651.96
5306 10 50,ex,651.96
5306 10 90,ex,651.96
5306 20 10,ex,651.96
5306 20 90,ex,651.96
5307 10 00,ex,651.97
5307 20 00,ex,651.97
5308 10 00,ex,651.99
5308 20 10,ex,651.99
5308 20 90,ex,651.99
5308 90 12,ex,651.99
5308 90 19,ex,651.99
5308 90 50,ex,651.99
5308 90 90,ex,651.99
5309 11 10,ex,654.41
5309 11 90,ex,654.41
5309 19 00,ex,654.41
5309 21 00,ex,654.42
5309 29 00,ex,654.42
5310 10 10,ex,654.50
5310 10 90,ex,654.50
5310 90 00,ex,654.50
5311 00 10,ex,654.93
5311 00 90,ex,654.93
5401 10 12,ex,651.41
5401 10 14,ex,651.41
5401 10 16,ex,651.41
5401 10 18,ex,651.41
5401 10 90,ex,651.41
5401 20 10,ex,651.42
5401 20 90,ex,651.42
5402 11 00,ex,651.62
5402 19 00,ex,651.62
5402 20 00,ex,651.62
5402 31 00,ex,651.51
5402 32 00,ex,651.51
5402 33 00,-,651.52
5402 34 00,ex,651.59
5402 39 00,ex,651.59
5402 44 00,ex,651.63
5402 45 00,ex,651.63
5402 46 00,ex,651.63
5402 47 00,ex,651.63
5402 48 00,ex,651.63
5402 49 00,ex,651.63
5402 51 00,ex,651.64
5402 52 00,ex,651.64
5402 53 00,ex,651.64
5402 59 00,ex,651.64
5402 61 00,ex,651.69
5402 62 00,ex,651.69
5402 63 00,ex,651.69
5402 69 00,ex,651.69
5403 10 00,-,651.73
5403 31 00,-,651.74
5403 32 00,ex,651.75
5403 33 00,ex,651.75
5403 39 00,ex,651.75
5403 41 00,ex,651.76
5403 42 00,ex,651.76
5403 49 00,ex,651.76
5404 11 00,ex,651.88
5404 12 00,ex,651.88
5404 19 00,ex,651.88
5404 90 10,ex,651.88
5404 90 90,ex,651.88
5405 00 00,-,651.77
5406 00 00,-,651.78
5407 10 00,-,653.11
5407 20 11,ex,653.12
5407 20 19,ex,653.12
5407 20 90,ex,653.12
5407 30 00,-,653.13
5407 41 00,ex,653.14
5407 42 00,ex,653.14
5407 43 00,ex,653.14
5407 44 00,ex,653.14
5407 51 00,ex,653.15
5407 52 00,ex,653.15
5407 53 00,ex,653.15
5407 54 00,ex,653.15
5407 61 10,ex,653.16
5407 61 30,ex,653.16
5407 61 50,ex,653.16
5407 61 90,ex,653.16
5407 69 10,ex,653.17
5407 69 90,ex,653.17
5407 71 00,ex,653.17
5407 72 00,ex,653.17
5407 73 00,ex,653.17
5407 74 00,ex,653.17
5407 81 00,ex,653.18
5407 82 00,ex,653.18
5407 83 00,ex,653.18
5407 84 00,ex,653.18
5407 91 00,ex,653.19
5407 92 00,ex,653.19
5407 93 00,ex,653.19
5407 94 00,ex,653.19
5408 10 00,-,653.51
5408 21 00,ex,653.52
5408 22 10,ex,653.52
5408 22 90,ex,653.52
5408 23 00,ex,653.52
5408 24 00,ex,653.52
5408 31 00,ex,653.59
5408 32 00,ex,653.59
5408 33 00,ex,653.59
5408 34 00,ex,653.59
5501 10 00,-,266.61
5501 20 00,-,266.62
5501 30 00,-,266.63
5501 40 00,ex,266.69
5501 90 00,ex,266.69
5502 10 00,ex,267.12
5502 90 00,ex,267.12
5503 11 00,ex,266.51
5503 19 00,ex,266.51
5503 20 00,-,266.52
5503 30 00,-,266.53
5503 40 00,ex,266.59
5503 90 00,ex,266.59
5504 10 00,ex,267.11
5504 90 00,ex,267.11
5505 10 10,ex,267.21
5505 10 30,ex,267.21
5505 10 50,ex,267.21
5505 10 70,ex,267.21
5505 10 90,ex,267.21
5505 20 00,-,267.22
5506 10 00,-,266.71
5506 20 00,-,266.72
5506 30 00,-,266.73
5506 40 00,ex,266.79
5506 90 00,ex,266.79
5507 00 00,-,267.13
5508 10 10,ex,651.43
5508 10 90,ex,651.43
5508 20 10,ex,651.44
5508 20 90,ex,651.44
5509 11 00,ex,651.82
5509 12 00,ex,651.82
5509 21 00,ex,651.82
5509 22 00,ex,651.82
5509 31 00,ex,651.82
5509 32 00,ex,651.82
5509 41 00,ex,651.82
5509 42 00,ex,651.82
5509 51 00,ex,651.84
5509 52 00,ex,651.84
5509 53 00,ex,651.84
5509 59 00,ex,651.84
5509 61 00,ex,651.84
5509 62 00,ex,651.84
5509 69 00,ex,651.84
5509 91 00,ex,651.84
5509 92 00,ex,651.84
5509 99 00,ex,651.84
5510 11 00,ex,651.86
5510 12 00,ex,651.86
5510 20 00,ex,651.87
5510 30 00,ex,651.87
5510 90 00,ex,651.87
5511 10 00,-,651.81
5511 20 00,-,651.83
5511 30 00,-,651.85
5512 11 00,ex,653.21
5512 19 10,ex,653.21
5512 19 90,ex,653.21
5512 21 00,ex,653.25
5512 29 10,ex,653.25
5512 29 90,ex,653.25
5512 91 00,ex,653.29
5512 99 10,ex,653.29
5512 99 90,ex,653.29
5513 11 20,ex,653.31
5513 11 90,ex,653.31
5513 12 00,ex,653.31
5513 13 00,ex,653.31
5513 19 00,ex,653.32
5513 21 00,ex,653.31
5513 23 10,ex,653.31
5513 23 90,ex,653.31
5513 29 00,ex,653.32
5513 31 00,ex,653.31
5513 39 00,ex,653.32
5513 41 00,ex,653.31
5513 49 00,ex,653.32
5514 11 00,ex,653.33
5514 12 00,ex,653.33
5514 19 10,ex,653.34
5514 19 90,ex,653.34
5514 21 00,ex,653.33
5514 22 00,ex,653.33
5514 23 00,ex,653.33
5514 29 00,ex,653.34
5514 30 10,ex,653.35
5514 30 30,ex,653.35
5514 30 50,ex,653.35
5514 30 90,ex,653.35
5514 41 00,ex,653.33
5514 42 00,ex,653.33
5514 43 00,ex,653.33
5514 49 00,ex,653.34
5515 11 10,ex,653.43
5515 11 30,ex,653.43
5515 11 90,ex,653.43
5515 12 10,ex,653.42
5515 12 30,ex,653.42
5515 12 90,ex,653.42
5515 13 11,ex,653.41
5515 13 19,ex,653.41
5515 13 91,ex,653.41
5515 13 99,ex,653.41
5515 19 10,ex,653.43
5515 19 30,ex,653.43
5515 19 90,ex,653.43
5515 21 10,ex,653.42
5515 21 30,ex,653.42
5515 21 90,ex,653.42
5515 22 11,ex,653.41
5515 22 19,ex,653.41
5515 22 91,ex,653.41
5515 22 99,ex,653.41
5515 29 00,ex,653.43
5515 91 10,ex,653.42
5515 91 30,ex,653.42
5515 91 90,ex,653.42
5515 99 20,ex,653.43
5515 99 40,ex,653.43
5515 99 80,ex,653.43
5516 11 00,ex,653.60
5516 12 00,ex,653.60
5516 13 00,ex,653.60
5516 14 00,ex,653.60
5516 21 00,ex,653.83
5516 22 00,ex,653.83
5516 23 10,ex,653.83
5516 23 90,ex,653.83
5516 24 00,ex,653.83
5516 31 00,ex,653.82
5516 32 00,ex,653.82
5516 33 00,ex,653.82
5516 34 00,ex,653.82
5516 41 00,ex,653.81
5516 42 00,ex,653.81
5516 43 00,ex,653.81
5516 44 00,ex,653.81
5516 91 00,ex,653.89
5516 92 00,ex,653.89
5516 93 00,ex,653.89
5516 94 00,ex,653.89
5601 21 10,ex,657.71
5601 21 90,ex,657.71
5601 22 10,ex,657.71
5601 22 90,ex,657.71
5601 29 00,ex,657.71
5601 30 00,ex,657.71
5602 10 11,ex,657.11
5602 10 19,ex,657.11
5602 10 31,ex,657.11
5602 10 38,ex,657.11
5602 10 90,ex,657.11
5602 21 00,ex,657.12
5602 29 00,ex,657.12
5602 90 00,-,657.19
5603 11 10,ex,657.20
5603 11 90,ex,657.20
5603 12 10,ex,657.20
5603 12 90,ex,657.20
5603 13 10,ex,657.20
5603 13 90,ex,657.20
5603 14 10,ex,657.20
5603 14 90,ex,657.20
5603 91 10,ex,657.20
5603 91 90,ex,657.20
5603 92 10,ex,657.20
5603 92 90,ex,657.20
5603 93 10,ex,657.20
5603 93 90,ex,657.20
5603 94 10,ex,657.20
5603 94 90,ex,657.20
5604 10 00,-,657.81
5604 90 10,ex,657.89
5604 90 90,ex,657.89
5605 00 00,-,651.91
5606 00 10,ex,656.31
5606 00 91,ex,656.31
5606 00 99,ex,656.31
5607 21 00,ex,657.51
5607 29 00,ex,657.51
5607 41 00,ex,657.51
5607 49 11,ex,657.51
5607 49 19,ex,657.51
5607 49 90,ex,657.51
5607 50 11,ex,657.51
5607 50 19,ex,657.51
5607 50 30,ex,657.51
5607 50 90,ex,657.51
5607 90 20,ex,657.51
5607 90 90,ex,657.51
5608 11 20,ex,657.52
5608 11 80,ex,657.52
5608 19 11,ex,657.52
5608 19 19,ex,657.52
5608 19 30,ex,657.52
5608 19 90,ex,657.52
5608 90 00,ex,657.52
5609 00 00,-,657.59
5701 10 10,ex,659.21
5701 10 90,ex,659.21
5701 90 10,ex,659.29
5701 90 90,ex,659.29
5702 10 00,-,659.30
5702 20 00,ex,659.59
5702 31 10,ex,659.51
5702 31 80,ex,659.51
5702 32 00,ex,659.52
5702 39 00,ex,659.59
5702 41 10,ex,659.51
5702 41 90,ex,659.51
5702 42 00,ex,659.52
5702 49 00,ex,659.59
5702 50 10,ex,659.53
5702 50 31,ex,659.53
5702 50 39,ex,659.53
5702 50 90,ex,659.53
5702 91 00,ex,659.51
5702 92 10,ex,659.52
5702 92 90,ex,659.52
5702 99 00,ex,659.59
5703 10 00,-,659.41
5703 20 12,ex,659.42
5703 20 18,ex,659.42
5703 20 92,ex,659.42
5703 20 98,ex,659.42
5703 30 12,ex,659.43
5703 30 18,ex,659.43
5703 30 82,ex,659.43
5703 30 88,ex,659.43
5703 90 20,ex,659.49
5703 90 80,ex,659.49
5704 10 00,ex,659.61
5704 20 00,ex,659.61
5704 90 00,ex,659.61
5705 00 30,ex,659.69
5705 00 80,ex,659.69
5801 10 00,-,654.35
5801 21 00,-,652.14
5801 22 00,ex,652.15
5801 23 00,ex,652.15
5801 26 00,ex,652.15
5801 27 00,ex,652.15
5801 31 00,-,653.91
5801 32 00,ex,653.93
5801 33 00,ex,653.93
5801 36 00,ex,653.93
5801 37 00,ex,653.93
5801 90 10,ex,654.95
5801 90 90,ex,654.95
5802 11 00,-,652.12
5802 19 00,-,652.13
5802 20 00,-,654.96
5802 30 00,-,654.97
5803 00 10,ex,654.94
5803 00 30,ex,654.94
5803 00 90,ex,654.94
5804 10 10,ex,656.41
5804 10 90,ex,656.41
5804 21 00,ex,656.42
5804 29 00,ex,656.42
5804 30 00,-,656.43
5805 00 00,-,658.91
5806 10 00,-,656.11
5806 20 00,-,656.12
5806 31 00,ex,656.13
5806 32 10,ex,656.13
5806 32 90,ex,656.13
5806 39 00,ex,656.13
5806 40 00,-,656.14
5807 10 10,ex,656.21
5807 10 90,ex,656.21
5807 90 10,ex,656.29
5807 90 90,ex,656.29
5808 10 00,ex,656.32
5808 90 00,ex,656.32
5809 00 00,-,654.91
5810 10 10,ex,656.51
5810 10 90,ex,656.51
5810 91 10,ex,656.59
5810 91 90,ex,656.59
5810 92 10,ex,656.59
5810 92 90,ex,656.59
5810 99 10,ex,656.59
5810 99 90,ex,656.59
5811 00 00,-,657.40
5901 10 00,ex,657.31
5901 90 00,ex,657.31
5902 10 10,ex,657.93
5902 10 90,ex,657.93
5902 20 10,ex,657.93
5902 20 90,ex,657.93
5902 90 10,ex,657.93
5902 90 90,ex,657.93
5903 10 10,ex,657.32
5903 10 90,ex,657.32
5903 20 10,ex,657.32
5903 20 90,ex,657.32
5903 90 10,ex,657.32
5903 90 91,ex,657.32
5903 90 99,ex,657.32
5904 10 00,ex,659.10
5904 90 00,ex,659.10
5905 00 10,ex,657.35
5905 00 30,ex,657.35
5905 00 50,ex,657.35
5905 00 70,ex,657.35
5905 00 90,ex,657.35
5906 10 00,ex,657.33
5906 91 00,ex,657.33
5906 99 10,ex,657.33
5906 99 90,ex,657.33
5907 00 00,-,657.34
5908 00 00,-,657.72
5909 00 10,ex,657.91
5909 00 90,ex,657.91
5910 00 00,-,657.92
5911 10 00,ex,657.73
5911 20 00,ex,657.73
5911 31 11,ex,657.73
5911 31 19,ex,657.73
5911 31 90,ex,657.73
5911 32 11,ex,657.73
5911 32 19,ex,657.73
5911 32 90,ex,657.73
5911 40 00,ex,657.73
5911 90 10,ex,657.73
5911 90 91,ex,657.73
5911 90 99,ex,657.73
6001 10 00,-,655.11
6001 21 00,ex,655.12
6001 22 00,ex,655.12
6001 29 00,ex,655.12
6001 91 00,ex,655.19
6001 92 00,ex,655.19
6001 99 00,ex,655.19
6002 40 00,ex,655.21
6002 90 00,ex,655.21
6003 10 00,ex,655.21
6003 20 00,ex,655.21
6003 30 10,ex,655.21
6003 30 90,ex,655.21
6003 40 00,ex,655.21
6003 90 00,ex,655.21
6004 10 00,ex,655.22
6004 90 00,ex,655.22
6005 21 00,ex,655.23
6005 22 00,ex,655.23
6005 23 00,ex,655.23
6005 24 00,ex,655.23
6005 35 00,ex,655.23
6005 36 00,ex,655.23
6005 37 00,ex,655.23
6005 38 00,ex,655.23
6005 39 00,ex,655.23
6005 41 00,ex,655.23
6005 42 00,ex,655.23
6005 43 00,ex,655.23
6005 44 00,ex,655.23
6005 90 10,ex,655.23
6005 90 90,ex,655.23
6006 10 00,ex,655.29
6006 21 00,ex,655.29
6006 22 00,ex,655.29
6006 23 00,ex,655.29
6006 24 00,ex,655.29
6006 31 00,ex,655.29
6006 32 00,ex,655.29
6006 33 00,ex,655.29
6006 34 00,ex,655.29
6006 41 00,ex,655.29
6006 42 00,ex,655.29
6006 43 00,ex,655.29
6006 44 00,ex,655.29
6006 90 00,ex,655.29
6101 20 10,ex,843.10
6101 20 90,ex,843.10
6101 30 10,ex,843.10
6101 30 90,ex,843.10
6101 90 20,ex,843.10
6101 90 80,ex,843.10
6102 10 10,ex,844.10
6102 10 90,ex,844.10
6102 20 10,ex,844.10
6102 20 90,ex,844.10
6102 30 10,ex,844.10
6102 30 90,ex,844.10
6102 90 10,ex,844.10
6102 90 90,ex,844.10
6103 10 10,ex,843.21
6103 10 90,ex,843.21
6103 22 00,ex,843.22
6103 23 00,ex,843.22
6103 29 00,ex,843.22
6103 31 00,ex,843.23
6103 32 00,ex,843.23
6103 33 00,ex,843.23
6103 39 00,ex,843.23
6103 41 00,ex,843.24
6103 42 00,ex,843.24
6103 43 00,ex,843.24
6103 49 00,ex,843.24
6104 13 00,ex,844.21
6104 19 20,ex,844.21
6104 19 90,ex,844.21
6104 22 00,ex,844.22
6104 23 00,ex,844.22
6104 29 10,ex,844.22
6104 29 90,ex,844.22
6104 31 00,ex,844.23
6104 32 00,ex,844.23
6104 33 00,ex,844.23
6104 39 00,ex,844.23
6104 41 00,ex,844.24
6104 42 00,ex,844.24
6104 43 00,ex,844.24
6104 44 00,ex,844.24
6104 49 00,ex,844.24
6104 51 00,ex,844.25
6104 52 00,ex,844.25
6104 53 00,ex,844.25
6104 59 00,ex,844.25
6104 61 00,ex,844.26
6104 62 00,ex,844.26
6104 63 00,ex,844.26
6104 69 00,ex,844.26
6105 10 00,-,843.71
6105 20 10,ex,843.79
6105 20 90,ex,843.79
6105 90 10,ex,843.79
6105 90 90,ex,843.79
6106 10 00,ex,844.70
6106 20 00,ex,844.70
6106 90 10,ex,844.70
6106 90 30,ex,844.70
6106 90 50,ex,844.70
6106 90 90,ex,844.70
6107 11 00,ex,843.81
6107 12 00,ex,843.81
6107 19 00,ex,843.81
6107 21 00,ex,843.82
6107 22 00,ex,843.82
6107 29 00,ex,843.82
6107 91 00,ex,843.89
6107 99 00,ex,843.89
6108 11 00,ex,844.81
6108 19 00,ex,844.81
6108 21 00,ex,844.82
6108 22 00,ex,844.82
6108 29 00,ex,844.82
6108 31 00,ex,844.83
6108 32 00,ex,844.83
6108 39 00,ex,844.83
6108 91 00,ex,844.89
6108 92 00,ex,844.89
6108 99 00,ex,844.89
6109 10 00,ex,845.40
6109 90 20,ex,845.40
6109 90 90,ex,845.40
6110 11 10,ex,845.30
6110 11 30,ex,845.30
6110 11 90,ex,845.30
6110 12 10,ex,845.30
6110 12 90,ex,845.30
6110 19 10,ex,845.30
6110 19 90,ex,845.30
6110 20 10,ex,845.30
6110 20 91,ex,845.30
6110 20 99,ex,845.30
6110 30 10,ex,845.30
6110 30 91,ex,845.30
6110 30 99,ex,845.30
6110 90 10,ex,845.30
6110 90 90,ex,845.30
6111 20 10,ex,845.12
6111 20 90,ex,845.12
6111 30 10,ex,845.12
6111 30 90,ex,845.12
6111 90 11,ex,845.12
6111 90 19,ex,845.12
6111 90 90,ex,845.12
6112 11 00,ex,845.91
6112 12 00,ex,845.91
6112 19 00,ex,845.91
6112 20 00,-,845.92
6112 31 10,ex,845.62
6112 31 90,ex,845.62
6112 39 10,ex,845.62
6112 39 90,ex,845.62
6112 41 10,ex,845.64
6112 41 90,ex,845.64
6112 49 10,ex,845.64
6112 49 90,ex,845.64
6113 00 10,ex,845.24
6113 00 90,ex,845.24
6114 20 00,ex,845.99
6114 30 00,ex,845.99
6114 90 00,ex,845.99
6115 10 10,ex,846.23
6115 10 90,ex,846.23
6115 21 00,ex,846.24
6115 22 00,ex,846.24
6115 29 00,ex,846.24
6115 30 11,ex,846.25
6115 30 19,ex,846.25
6115 30 90,ex,846.25
6115 94 00,ex,846.29
6115 95 00,ex,846.29
6115 96 10,ex,846.29
6115 96 91,ex,846.29
6115 96 99,ex,846.29
6115 99 00,ex,846.29
6116 10 20,ex,846.91
6116 10 80,ex,846.91
6116 91 00,ex,846.92
6116 92 00,ex,846.92
6116 93 00,ex,846.92
6116 99 00,ex,846.92
6117 10 00,-,846.93
6117 80 10,ex,846.99
6117 80 80,ex,846.99
6117 90 00,ex,846.99
6201 11 00,-,841.11
6201 12 10,ex,841.12
6201 12 90,ex,841.12
6201 13 10,ex,841.12
6201 13 90,ex,841.12
6201 19 00,ex,841.12
6201 91 00,ex,841.19
6201 92 00,ex,841.19
6201 93 00,ex,841.19
6201 99 00,ex,841.19
6202 11 00,ex,842.11
6202 12 10,ex,842.11
6202 12 90,ex,842.11
6202 13 10,ex,842.11
