HS 2007,CPA 2008
5607.49,13.94.11
5607.5,13.94.11
5607.9,13.94.11
5608.11,13.94.12
5608.19,13.94.12
5608.9,13.94.12
5609,13.94.12
5701.1,13.93.11
5701.9,13.93.11
5702.1,13.93.12
5702.2,13.93.12
5702.31,13.93.12
5702.32,13.93.12
5702.39,13.93.12
5702.41,13.93.12
5702.42,13.93.12
5702.49,13.93.12
5702.5,13.93.12
5702.91,13.93.12
5702.92,13.93.12
5702.99,13.93.12
5703.1,13.93.13
5703.2,13.93.13
5703.3,13.93.13
5703.9,13.93.13
5704.1,13.93.19
5704.9,13.93.19
5705,13.93.19
5801.1,13.20.41
5801.21,13.20.41
5801.22,13.20.41
5801.23,13.20.41
5801.24,13.20.41
5801.25,13.20.41
5801.26,13.20.41
5801.31,13.20.41
5801.32,13.20.41
5801.33,13.20.41
5801.34,13.20.41
5801.35,13.20.41
5801.36,13.20.41
5801.9,13.20.41
5802.11,13.20.42
5802.19,13.20.42
5802.2,13.20.43
5802.3,13.20.45
5803,13.20.44
5804.1,13.99.11
5804.21,13.99.11
5804.29,13.99.11
5804.3,13.99.11
5805,13.92.16
5806.1,13.96.17
5806.2,13.96.17
5806.31,13.96.17
5806.32,13.96.17
5806.39,13.96.17
5806.4,13.96.17
5807.1,13.96.17
5807.9,13.96.17
5808.1,13.96.17
5808.9,13.96.17
5809,13.96.12
5810.1,13.99.12
5810.91,13.99.12
5810.92,13.99.12
5810.99,13.99.12
5811,13.99.16
5901.1,13.96.14
5901.9,13.96.14
5902.1,13.96.15
5902.2,13.96.15
5902.9,13.96.15
5903.1,13.96.14
5903.2,13.96.14
5903.9,13.96.14
5904.1,22.23.15
5904.9,22.23.15
5905,17.24.12
5906.1,22.19.50
5906.91,22.19.50
5906.99,22.19.50
5907,13.96.14
5908,13.96.16
5909,13.96.16
5910,13.96.16
5911.1,13.96.16
5911.2,13.96.16
5911.31,13.96.16
5911.32,13.96.16
5911.4,13.96.16
5911.9,13.96.16
6001.1,13.91.11
6001.21,13.91.11
6001.22,13.91.11
6001.29,13.91.11
6001.91,13.91.11
6001.92,13.91.11
6001.99,13.91.11
6002.4,13.91.19
6002.9,13.91.19
6003.1,13.91.19
6003.2,13.91.19
6003.3,13.91.19
6003.4,13.91.19
6003.9,13.91.19
6004.1,13.91.19
6005.21,13.91.19
6005.22,13.91.19
6005.23,13.91.19
6005.24,13.91.19
6005.31,13.91.19
6005.32,13.91.19
6005.33,13.91.19
6005.34,13.91.19
6005.41,13.91.19
6005.42,13.91.19
6005.43,13.91.19
6005.44,13.91.19
6005.9,13.91.19
6006.1,13.91.19
6006.21,13.91.19
6006.22,13.91.19
6006.23,13.91.19
6006.24,13.91.19
6006.31,13.91.19
6006.32,13.91.19
6006.33,13.91.19
6006.34,13.91.19
6006.41,13.91.19
6006.42,13.91.19
6006.43,13.91.19
6006.44,13.91.19
6006.9,13.91.19
6101.2,14.13.11
6101.3,14.13.11
6101.9,14.13.11
6102.1,14.13.13
6102.2,14.13.13
6102.3,14.13.13
6102.9,14.13.13
6103.1,14.13.12
6103.22,14.13.12
6103.23,14.13.12
6103.29,14.13.12
6103.31,14.13.12
6103.32,14.13.12
6103.33,14.13.12
6103.39,14.13.12
6103.41,14.13.12
6103.42,14.13.12
6103.43,14.13.12
6103.49,14.13.12
6104.13,14.13.14
6104.19,14.13.14
6104.22,14.13.14
6104.23,14.13.14
6104.29,14.13.14
6104.31,14.13.14
6104.32,14.13.14
6104.33,14.13.14
6104.39,14.13.14
6104.41,14.13.14
6104.42,14.13.14
6104.43,14.13.14
6104.44,14.13.14
6104.49,14.13.14
6104.51,14.13.14
6104.52,14.13.14
6104.53,14.13.14
6104.59,14.13.14
6104.61,14.13.14
6104.62,14.13.14
6104.63,14.13.14
6104.69,14.13.14
6105.1,14.14.11
6105.2,14.14.11
6105.9,14.14.11
6106.1,14.14.13
6106.2,14.14.13
6106.9,14.14.13
6107.11,14.14.12
6107.12,14.14.12
6107.19,14.14.12
6107.21,14.14.12
6107.22,14.14.12
6107.29,14.14.12
6107.91,14.14.12
6107.99,14.14.12
6108.11,14.14.14
6108.19,14.14.14
6108.21,14.14.14
6108.22,14.14.14
6108.29,14.14.14
6108.31,14.14.14
6108.32,14.14.14
6108.39,14.14.14
6108.91,14.14.14
6108.92,14.14.14
6108.99,14.14.14
6109.1,14.14.30
6109.9,14.14.30
6110.11,14.39.10
6110.12,14.39.10
6110.19,14.39.10
6110.2,14.39.10
6110.3,14.39.10
6110.9,14.39.10
6111.2,14.19.11
6111.3,14.19.11
6111.9,14.19.11
6112.11,14.19.12
6112.12,14.19.12
6112.19,14.19.12
6112.2,14.19.12
6112.31,14.19.12
6112.39,14.19.12
6112.41,14.19.12
6112.49,14.19.12
6113,14.19.32
6114.2,14.19.12
6114.3,14.19.12
6114.9,14.19.12
6115.1,14.31.10
6115.21,14.31.10
6115.22,14.31.10
6115.29,14.31.10
6115.3,14.31.10
6115.94,14.31.10
6115.95,14.31.10
6115.96,14.31.10
6115.99,14.31.10
6116.1,14.19.13
6116.91,14.19.13
6116.92,14.19.13
6116.93,14.19.13
6116.99,14.19.13
6117.1,14.19.19
6117.8,14.19.19
6117.9,14.19.19
6201.11,14.13.21
6201.12,14.13.21
6201.13,14.13.21
6201.19,14.13.21
6201.91,14.13.21
6201.92,14.13.21
6201.93,14.13.21
6201.99,14.13.21
6202.11,14.13.31
6202.12,14.13.31
6202.13,14.13.31
6202.19,14.13.31
6202.91,14.13.31
6202.92,14.13.31
6202.93,14.13.31
6202.99,14.13.31
6203.11,14.13.22
6203.12,14.13.22
6203.19,14.13.22
6203.22,14.12.11
6203.22,14.13.22
6203.23,14.12.11
6203.23,14.13.22
6203.29,14.12.11
6203.29,14.13.22
6203.31,14.13.23
6203.32,14.12.11
6203.32,14.13.23
6203.33,14.12.11
6203.33,14.13.23
6203.39,14.12.11
6203.39,14.13.23
6203.41,14.13.24
6203.42,14.12.12
6203.42,14.13.24
6203.43,14.12.12
6203.43,14.13.24
6203.49,14.12.12
6203.49,14.13.24
6204.11,14.13.32
6204.12,14.13.32
6204.13,14.13.32
6204.19,14.13.32
6204.21,14.13.32
6204.22,14.12.21
6204.22,14.13.32
6204.23,14.12.21
6204.23,14.13.32
6204.29,14.12.21
6204.29,14.13.32
6204.31,14.13.33
6204.32,14.12.21
6204.32,14.13.33
6204.33,14.12.21
6204.33,14.13.33
6204.39,14.12.21
6204.39,14.13.33
6204.41,14.13.34
6204.42,14.13.34
6204.43,14.13.34
6204.44,14.13.34
6204.49,14.13.34
6204.51,14.13.34
6204.52,14.13.34
6204.53,14.13.34
6204.59,14.13.34
6204.61,14.13.35
6204.62,14.12.22
6204.62,14.13.35
6204.63,14.12.22
6204.63,14.13.35
6204.69,14.12.22
6204.69,14.13.35
6205.2,14.14.21
6205.3,14.14.21
6205.9,14.14.21
6206.1,14.14.23
6206.2,14.14.23
6206.3,14.14.23
6206.4,14.14.23
6206.9,14.14.23
6207.11,14.14.22
6207.19,14.14.22
6207.21,14.14.22
6207.22,14.14.22
6207.29,14.14.22
6207.91,14.14.22
6208.11,14.14.24
6208.19,14.14.24
6208.21,14.14.24
6208.22,14.14.24
6208.29,14.14.24
6208.91,14.14.24
6209.2,14.19.21
6209.3,14.19.21
6209.9,14.19.21
6210.1,14.19.32
6210.2,14.19.32
6210.3,14.19.32
6210.4,14.19.32
6210.5,14.19.32
6211.11,14.19.22
6211.12,14.19.22
6211.2,14.19.22
6211.32,14.12.30
6211.32,14.19.22
6211.33,14.12.30
6211.33,14.19.22
6211.39,14.19.22
6211.41,14.19.22
6211.42,14.12.30
6211.42,14.19.22
6211.43,14.12.30
6211.43,14.19.22
6211.49,14.19.22
6212.1,14.14.25
6212.2,14.14.25
6212.3,14.14.25
6212.9,14.14.25
6213.2,14.19.23
6213.9,14.19.23
6214.1,14.19.23
6214.2,14.19.23
6214.3,14.19.23
6214.4,14.19.23
6214.9,14.19.23
6215.1,14.19.23
6215.2,14.19.23
6215.9,14.19.23
6216,14.19.23
6217.1,14.19.23
6217.9,14.19.23
6301.1,27.51.14
6301.2,13.92.11
6301.3,13.92.11
6301.4,13.92.11
6301.9,13.92.11
6302.1,13.92.12
6302.21,13.92.12
6302.22,13.92.12
6302.29,13.92.12
6302.31,13.92.12
6302.32,13.92.12
6302.39,13.92.12
6302.4,13.92.13
6302.51,13.92.13
6302.53,13.92.13
6302.59,13.92.13
6302.6,13.92.14
6302.91,13.92.14
6302.93,13.92.14
6302.99,13.92.14
6303.12,13.92.15
6303.19,13.92.15
6303.91,13.92.15
6303.92,13.92.15
6303.99,13.92.15
6304.11,13.92.16
6304.19,13.92.16
6304.91,13.92.16
6304.92,13.92.16
6304.93,13.92.16
6304.99,13.92.16
6305.1,13.92.21
6305.2,13.92.21
6305.32,13.92.21
6305.33,13.92.21
6305.39,13.92.21
6305.9,13.92.21
6306.12,13.92.22
6306.19,13.92.22
6306.22,13.92.22
6306.29,13.92.22
6306.3,13.92.22
6306.4,13.92.22
6306.91,13.92.22
6306.99,13.92.22
6307.1,13.92.29
6307.2,13.92.29
6307.9,13.92.29
6308,13.92.16
6309,14.13.40
6310.1,13.94.20
6310.9,13.94.20
6401.1,15.20.31
6401.92,15.20.11
6401.99,15.20.11
6402.12,32.30.12
6402.19,15.20.29
6402.2,15.20.12
6402.91,15.20.31
6402.99,15.20.12
6402.99,15.20.31
6403.12,32.30.12
6403.19,15.20.29
6403.2,15.20.32
6403.4,15.20.31
6403.51,15.20.13
6403.59,15.20.13
6403.91,15.20.13
6403.99,15.20.13
6404.11,15.20.21
6404.19,15.20.14
6404.2,15.20.14
6405.1,15.20.13
6405.2,15.20.14
6405.9,15.20.32
6406.1,15.20.40
6406.2,22.19.73
6406.2,22.29.29
6406.91,16.29.14
6406.99,15.20.40
6501,14.19.41
6502,14.19.41
6504,14.19.42
6505.1,14.19.42
6505.9,14.19.42
6506.1,32.99.11
6506.91,32.99.11
6506.99,14.19.42
6506.99,14.19.43
6507,14.19.43
6601.1,32.99.21
6601.91,32.99.21
6601.99,32.99.21
6602,32.99.21
6603.9,16.29.14
6603.9,32.99.22
6701,10.12.50
6702.1,32.99.55
6702.9,32.99.55
6703,32.99.30
6704.11,32.99.30
6704.19,32.99.30
6704.2,32.99.30
6704.9,32.99.30
6801,23.70.12
6802.1,23.70.12
6802.21,23.70.11
6802.23,23.70.12
6802.29,23.70.12
6802.91,23.70.11
6802.92,23.70.12
6802.93,23.70.12
6802.99,23.70.12
6803,23.70.12
6804.1,23.91.11
6804.21,23.91.11
6804.22,23.91.11
6804.23,23.91.11
6804.3,23.91.11
6805.1,23.91.12
6805.2,23.91.12
6805.3,23.91.12
6806.1,23.99.19
6806.2,23.99.19
6806.9,23.99.19
6807.1,23.99.12
6807.9,23.99.12
6808,23.65.11
6809.11,23.62.10
6809.19,23.62.10
6809.9,23.69.11
6810.11,23.61.11
6810.19,23.61.11
6810.91,23.61.12
6810.99,23.69.19
6811.4,23.65.12
6811.81,23.65.12
6811.82,23.65.12
6811.83,23.65.12
6811.89,23.65.12
6812.8,23.99.11
6812.91,23.99.11
6812.92,23.99.11
6812.93,23.99.11
6812.99,23.99.11
6813.2,23.99.11
6813.81,23.99.11
6813.89,23.99.11
6814.1,23.99.19
6814.9,23.99.19
6815.1,23.99.19
6815.2,23.99.19
6815.91,23.20.14
6815.99,23.99.19
6901,23.20.11
6902.1,23.20.12
6902.2,23.20.12
6902.9,23.20.12
6903.1,23.20.14
6903.2,23.20.14
6903.9,23.20.14
6904.1,23.32.11
6904.9,23.32.11
6905.1,23.32.12
6905.9,23.32.12
6906,23.32.13
6907.1,23.31.10
6907.9,23.31.10
6908.1,23.31.10
6908.9,23.31.10
6909.11,23.44.11
6909.12,23.44.12
6909.19,23.44.12
6909.9,23.49.11
6910.1,23.42.10
6910.9,23.42.10
6911.1,23.41.11
6911.9,23.41.11
6912,23.41.12
6913.1,23.41.13
6913.9,23.41.13
6914.1,23.49.12
6914.9,23.49.12
7001,23.19.11
7001,38.11.51
7002.1,23.19.11
7002.2,23.19.11
7002.31,23.19.11
7002.32,23.19.11
7002.39,23.19.11
7003.12,23.11.11
7003.19,23.11.11
7003.2,23.11.11
7003.3,23.11.11
7004.2,23.11.11
7004.9,23.11.11
7005.1,23.11.12
7005.21,23.11.12
7005.29,23.11.12
7005.3,23.11.12
7006,23.12.11
7007.11,23.12.12
7007.19,23.12.12
7007.21,23.12.12
7007.29,23.12.12
7008,23.12.13
7009.1,23.12.13
7009.91,23.12.13
7009.92,23.12.13
7010.1,23.19.23
7010.2,23.13.11
7010.9,23.13.11
7011.1,23.19.21
7011.2,23.19.21
7011.9,23.19.21
7013.1,23.13.13
7013.22,23.13.12
7013.28,23.13.12
7013.33,23.13.12
7013.37,23.13.12
7013.41,23.13.13
7013.42,23.13.13
7013.49,23.13.13
7013.91,23.13.13
7013.99,23.13.13
7014,23.19.26
7015.1,23.19.22
7015.9,23.19.22
7016.1,23.19.26
7016.9,23.19.12
7017.1,23.19.23
7017.2,23.19.23
7017.9,23.19.23
7018.1,23.19.26
7018.2,23.19.26
7018.9,23.19.26
7019.11,23.14.11
7019.12,23.14.11
7019.19,23.14.11
7019.31,23.14.12
7019.32,23.14.12
7019.39,23.14.12
7019.4,13.20.46
7019.51,13.20.46
7019.52,13.20.46
7019.59,13.20.46
7019.9,23.14.12
7020,23.13.14
7020,23.19.26
7101.1,03.00.51
7101.21,03.00.52
7101.22,32.12.11
7102.1,08.99.21
7102.21,08.99.22
7102.29,32.12.12
7102.31,08.99.21
7102.39,32.12.11
7103.1,08.99.21
7103.91,32.12.11
7103.99,32.12.11
7104.1,20.13.68
7104.2,20.13.68
7104.9,32.12.11
7105.1,32.12.12
7105.9,32.12.12
7106.1,24.41.10
7106.91,24.41.10
7106.92,24.41.10
7107,24.41.50
7108.11,24.41.20
7108.12,24.41.20
7108.13,24.41.20
7108.2,24.41.20
7109,24.41.40
7110.11,24.41.30
7110.19,24.41.30
7110.21,24.41.30
7110.29,24.41.30
7110.31,24.41.30
7110.39,24.41.30
7110.41,24.41.30
7110.49,24.41.30
7111,24.41.50
7112.3,38.11.58
7112.91,38.11.58
7112.92,38.11.58
7112.99,38.11.58
7113.11,32.12.13
7113.19,32.12.13
7113.2,32.12.13
7114.11,32.12.13
7114.19,32.12.13
7114.2,32.12.13
7115.1,24.41.30
7115.9,32.12.14
7116.1,32.12.14
7116.2,32.12.14
7117.11,32.13.10
7117.19,32.13.10
7117.9,32.13.10
7118.1,32.11.10
7118.9,32.11.10
7201.1,24.10.11
7201.2,24.10.11
7201.5,24.10.11
7202.11,24.10.12
7202.19,24.10.12
7202.21,24.10.12
7202.29,24.10.12
7202.3,24.10.12
7202.41,24.10.12
7202.49,24.10.12
7202.5,24.10.12
7202.6,24.10.12
7202.7,24.10.12
7202.8,24.10.12
7202.91,24.10.12
7202.92,24.10.12
7202.93,24.10.12
7202.99,24.10.12
7203.1,24.10.13
7203.9,24.10.13
7204.1,38.11.58
7204.21,38.11.58
7204.29,38.11.58
7204.3,38.11.58
7204.41,38.11.58
7204.49,38.11.58
7204.5,24.10.14
7205.1,24.10.14
7205.21,24.10.14
7205.29,24.10.14
7206.1,24.10.21
7206.9,24.10.21
7207.11,24.10.21
7207.12,24.10.21
7207.19,24.10.21
7207.2,24.10.21
7208.1,24.10.31
7208.25,24.10.31
7208.26,24.10.31
7208.27,24.10.31
7208.36,24.10.31
7208.37,24.10.31
7208.38,24.10.31
7208.39,24.10.31
7208.4,24.10.31
7208.51,24.10.31
7208.52,24.10.31
7208.53,24.10.31
7208.54,24.10.31
7208.9,24.10.31
7209.15,24.10.41
7209.16,24.10.41
7209.17,24.10.41
7209.18,24.10.41
7209.25,24.10.41
7209.26,24.10.41
7209.27,24.10.41
7209.28,24.10.41
7209.9,24.10.41
7210.11,24.10.51
7210.12,24.10.51
7210.2,24.10.51
7210.3,24.10.51
7210.41,24.10.51
7210.49,24.10.51
7210.5,24.10.51
7210.61,24.10.51
7210.69,24.10.51
7210.7,24.10.51
7210.9,24.10.51
7211.13,24.10.32
7211.14,24.10.32
7211.19,24.10.32
7211.23,24.32.10
7211.29,24.32.10
7211.9,24.32.10
7212.1,24.10.51
7212.1,24.32.20
7212.2,24.32.20
7212.3,24.32.20
7212.4,24.32.20
7212.5,24.32.20
7212.6,24.32.20
7213.1,24.10.61
7213.2,24.10.61
7213.91,24.10.61
7213.99,24.10.61
7214.1,24.10.62
7214.2,24.10.62
7214.3,24.10.62
7214.91,24.10.62
7214.99,24.10.62
7215.1,24.31.10
7215.5,24.31.10
7215.9,24.31.10
7216.1,24.10.71
7216.21,24.10.71
7216.22,24.10.71
7216.31,24.10.71
7216.32,24.10.71
7216.33,24.10.71
7216.4,24.10.71
7216.5,24.10.71
7216.61,24.33.11
7216.69,24.31.10
7216.91,24.33.11
7216.91,24.33.20
7216.99,24.33.11
7217.1,24.34.11
7217.2,24.34.11
7217.3,24.34.11
7217.9,24.34.11
7218.1,24.10.22
7218.91,24.10.22
7218.99,24.10.22
7219.11,24.10.33
7219.12,24.10.33
7219.13,24.10.33
7219.14,24.10.33
7219.21,24.10.33
7219.22,24.10.33
7219.23,24.10.33
7219.24,24.10.33
7219.31,24.10.42
7219.32,24.10.42
7219.33,24.10.42
7219.34,24.10.42
7219.35,24.10.42
7219.9,24.10.42
7220.11,24.10.34
7220.12,24.10.34
7220.2,24.32.10
7220.9,24.32.10
7221,24.10.63
7222.11,24.10.64
7222.19,24.10.64
7222.2,24.31.30
7222.3,24.10.64
7222.4,24.10.72
7222.4,24.33.12
7223,24.34.12
7224.1,24.10.23
7224.9,24.10.23
7225.11,24.10.53
7225.19,24.10.53
7225.3,24.10.35
7225.4,24.10.35
7225.5,24.10.35
7225.5,24.10.43
7225.91,24.10.52
7225.92,24.10.52
7225.99,24.10.35
7226.11,24.10.54
7226.19,24.10.54
7226.2,24.10.55
7226.91,24.10.36
7226.92,24.32.10
7226.99,24.32.10
7227.1,24.10.65
7227.2,24.10.65
7227.9,24.10.65
7228.1,24.10.66
7228.1,24.31.20
7228.2,24.10.66
7228.2,24.31.20
7228.3,24.10.66
7228.4,24.10.66
7228.5,24.31.20
7228.6,24.10.66
7228.7,24.10.73
7228.7,24.31.20
7228.8,24.10.67
7229.2,24.34.13
7229.9,24.34.13
7301.1,24.10.74
7301.2,24.10.74
7302.1,24.10.75
7302.3,24.10.75
7302.4,24.10.75
7302.9,24.10.75
7303,24.51.20
7304.11,24.20.11
7304.19,24.20.11
7304.22,24.20.12
7304.24,24.20.12
7304.29,24.20.12
7304.31,24.20.13
7304.39,24.20.13
7304.41,24.20.13
7304.49,24.20.13
7304.51,24.20.13
7304.59,24.20.13
7304.9,24.20.14
7305.11,24.20.21
7305.12,24.20.21
7305.19,24.20.21
7305.2,24.20.22
7305.31,24.20.23
7305.39,24.20.23
7305.9,24.20.24
7306.11,24.20.31
7306.19,24.20.31
7306.21,24.20.32
7306.29,24.20.32
7306.3,24.20.33
7306.4,24.20.33
7306.5,24.20.33
7306.61,24.20.34
7306.69,24.20.34
7306.9,24.20.35
7307.11,24.51.30
7307.19,24.51.30
7307.19,24.52.30
7307.21,24.20.40
7307.22,24.20.40
7307.23,24.20.40
7307.29,24.20.40
7307.91,24.20.40
7307.92,24.20.40
7307.93,24.20.40
7307.99,24.20.40
7308.1,25.11.21
7308.2,25.11.22
7308.3,25.12.10
7308.4,25.11.23
7308.9,24.33.30
7308.9,25.11.23
7309,25.29.11
7310.1,25.91.11
7310.21,25.92.11
7310.29,25.91.12
7311,25.29.12
7312.1,25.93.11
7312.9,25.93.11
7313,25.93.12
7314.12,25.93.13
7314.14,25.93.13
7314.19,25.93.13
7314.2,25.93.13
7314.31,25.93.13
7314.39,25.93.13
7314.41,25.93.13
7314.42,25.93.13
7314.49,25.93.13
7314.5,25.93.13
7315.11,28.15.21
7315.12,28.15.21
7315.19,28.15.32
7315.2,25.93.17
7315.81,25.93.17
7315.82,25.93.17
7315.89,25.93.17
7315.9,25.93.17
7316,25.99.29
7317,25.93.14
7318.11,25.94.11
7318.12,25.94.11
7318.13,25.94.11
7318.14,25.94.11
7318.15,25.94.11
7318.16,25.94.11
7318.19,25.94.11
7318.21,25.94.12
7318.22,25.94.12
7318.23,25.94.12
7318.24,25.94.12
7318.29,25.94.12
7319.2,25.93.18
7319.3,25.93.18
7319.9,25.93.18
7320.1,25.93.16
7320.2,25.93.16
7320.9,25.93.16
7321.11,27.52.11
7321.12,27.52.11
7321.19,27.52.11
7321.81,27.52.12
7321.82,27.52.12
7321.89,27.52.12
7321.9,27.52.20
7322.11,25.21.11
7322.19,25.21.11
7322.9,27.52.13
7323.1,25.99.12
7323.91,25.99.12
7323.92,25.99.12
7323.93,25.99.12
7323.94,25.99.12
7323.99,25.99.12
7324.1,25.99.11
7324.21,25.99.11
7324.29,25.99.11
7324.9,25.99.11
7325.1,25.99.29
7325.91,25.99.29
7325.99,25.99.29
7326.11,25.99.29
7326.19,25.99.29
7326.2,25.99.29
7326.9,25.99.29
7401,24.44.11
7402,24.44.12
7403.11,24.44.13
7403.12,24.44.13
7403.13,24.44.13
7403.19,24.44.13
7403.21,24.44.13
7403.22,24.44.13
7403.29,24.44.13
7404,38.11.58
7405,24.44.13
7406.1,24.44.21
7406.2,24.44.21
7407.1,24.44.22
7407.21,24.44.22
7407.29,24.44.22
7408.11,24.44.23
7408.19,24.44.23
7408.21,24.44.23
7408.22,24.44.23
7408.29,24.44.23
7409.11,24.44.24
7409.19,24.44.24
7409.21,24.44.24
7409.29,24.44.24
7409.31,24.44.24
7409.39,24.44.24
7409.4,24.44.24
7409.9,24.44.24
7410.11,24.44.25
7410.12,24.44.25
7410.21,24.44.25
7410.22,24.44.25
7411.1,24.44.26
7411.21,24.44.26
7411.22,24.44.26
7411.29,24.44.26
7412.1,24.44.26
7412.2,24.44.26
7413,25.93.12
7415.1,25.93.14
7415.21,25.94.13
7415.29,25.94.13
7415.33,25.94.13
7415.39,25.94.13
7418.11,25.99.12
7418.19,25.99.12
7418.19,27.52.11
7418.2,25.99.11
7419.1,25.93.17
7419.91,25.99.29
7419.99,25.93.13
7419.99,25.93.16
7419.99,25.99.29
7501.1,24.45.12
7501.2,24.45.12
7502.1,24.45.11
7502.2,24.45.11
7503,38.11.58
7504,24.45.21
7505.11,24.45.22
7505.12,24.45.22
7505.21,24.45.22
7505.22,24.45.22
7506.1,24.45.23
7506.2,24.45.23
7507.11,24.45.24
7507.12,24.45.24
7507.2,24.45.24
7508.1,25.99.29
7508.9,25.99.29
7601.1,24.42.11
7601.2,24.42.11
7602,38.11.58
7603.1,24.42.21
7603.2,24.42.21
7604.1,24.42.22
7604.21,24.42.22
7604.29,24.42.22
7605.11,24.42.23
7605.19,24.42.23
7605.21,24.42.23
7605.29,24.42.23
7606.11,24.42.24
7606.12,24.42.24
7606.91,24.42.24
7606.92,24.42.24
7607.11,24.42.25
7607.19,24.42.25
7607.2,24.42.25
7608.1,24.42.26
7608.2,24.42.26
7609,24.42.26
7610.1,25.12.10
7610.9,25.11.23
7611,25.29.11
7612.1,25.92.12
7612.9,25.92.12
7613,25.29.12
7614.1,25.93.12
7614.9,25.93.12
7615.11,25.99.12
7615.19,25.99.12
7615.2,25.99.11
7616.1,25.93.14
7616.91,25.99.29
7616.99,25.99.29
7801.1,24.43.11
7801.91,24.43.11
7801.99,24.43.11
7802,38.11.58
7804.11,24.43.21
7804.19,24.43.21
7804.2,24.43.21
7806,25.99.29
7901.11,24.43.12
7901.12,24.43.12
7901.2,24.43.12
7902,38.11.58
7903.1,24.43.22
7903.9,24.43.22
7904,24.43.23
7905,24.43.23
7907,25.99.29
8001.1,24.43.13
8001.2,24.43.13
8002,38.11.58
8003,24.43.24
8007,25.99.29
8101.1,24.45.30
8101.94,24.45.30
8101.96,24.45.30
8101.97,38.11.58
8101.99,24.45.30
8102.1,24.45.30
8102.94,24.45.30
8102.95,24.45.30
8102.96,24.45.30
8102.97,38.11.58
8102.99,24.45.30
8103.2,24.45.30
8103.3,38.11.58
8103.9,24.45.30
8104.11,24.45.30
8104.19,24.45.30
8104.2,38.11.58
8104.3,24.45.30
8104.9,24.45.30
8105.2,24.45.30
8105.3,38.11.58
8105.9,24.45.30
8106,24.45.30
8107.2,24.45.30
8107.3,38.11.58
8107.9,24.45.30
8108.2,24.45.30
8108.3,38.11.58
8108.9,24.45.30
8109.2,24.45.30
8109.3,38.11.58
8109.9,24.45.30
8110.1,24.45.30
8110.2,38.32.29
8110.9,24.45.30
8111,24.45.30
8112.12,24.45.30
8112.13,38.11.58
8112.19,24.45.30
8112.21,24.45.30
8112.22,38.32.29
8112.29,24.45.30
8112.51,24.45.30
8112.52,38.11.58
8112.59,24.45.30
8112.92,24.45.30
8112.99,24.45.30
8113,24.45.30
8201.1,25.73.10
8201.2,25.73.10
8201.3,25.73.10
8201.4,25.73.10
8201.5,25.73.10
8201.6,25.73.10
8201.9,25.73.10
8202.1,25.73.20
8202.2,25.73.20
8202.31,25.73.20
8202.39,25.73.20
8202.4,25.73.20
8202.91,25.73.20
8202.99,25.73.20
8203.1,25.73.30
8203.2,25.73.30
8203.3,25.73.30
8203.4,25.73.30
8204.11,25.73.30
8204.12,25.73.30
8204.2,25.73.30
8205.1,25.73.30
8205.2,25.73.30
8205.3,25.73.30
8205.4,25.73.30
8205.51,25.73.30
8205.59,25.73.30
8205.6,25.73.30
8205.7,25.73.30
8205.8,25.73.30
8205.9,25.73.30
8206,25.73.30
8207.13,25.73.60
8207.19,25.73.60
8207.2,25.73.60
8207.3,25.73.60
8207.4,25.73.40
8207.5,25.73.40
8207.6,25.73.40
8207.7,25.73.40
8207.8,25.73.40
8207.9,25.73.40
8208.1,25.73.60
8208.2,25.73.60
8208.3,25.73.60
8208.4,25.73.60
8208.9,25.73.60
8209,25.73.60
8210,25.99.12
8211.1,25.71.11
8211.91,25.71.11
8211.92,25.71.11
8211.93,25.71.11
8211.94,25.71.11
8211.95,25.71.11
8212.1,25.71.12
8212.2,25.71.12
8212.9,25.71.12
8213,25.71.11
8214.1,25.71.13
8214.2,25.71.13
8214.9,25.71.13
8215.1,25.71.14
8215.2,25.71.14
8215.91,25.71.14
8215.99,25.71.14
8301.1,25.72.11
8301.2,25.72.11
8301.3,25.72.11
8301.4,25.72.12
8301.5,25.72.13
8301.6,25.72.13
8301.7,25.72.13
8302.1,25.72.14
8302.2,25.72.14
8302.3,25.72.14
8302.41,25.72.14
8302.42,25.72.14
8302.49,25.72.14
8302.5,25.72.14
8302.6,25.72.14
8303,25.99.21
8304,25.99.22
8305.1,25.99.23
8305.2,25.99.23
8305.9,25.99.23
8306.1,25.99.29
8306.21,25.99.24
8306.29,25.99.24
8306.3,25.99.24
8307.1,25.99.29
8307.9,25.99.29
8308.1,25.99.25
8308.2,25.99.25
8308.9,25.99.25
8309.1,25.92.13
8309.9,25.92.13
8310,25.99.29
8311.1,25.93.15
8311.2,25.93.15
8311.3,25.93.15
8311.9,25.93.15
8401.1,25.30.21
8401.2,28.99.39
8401.3,20.13.14
8401.4,25.30.22
8402.11,25.30.11
8402.12,25.30.11
8402.19,25.30.11
8402.2,25.30.11
8402.9,25.30.13
8403.1,25.21.12
8403.9,25.21.13
8404.1,25.30.12
8404.2,25.30.12
8404.9,25.30.13
8405.1,28.29.11
8405.9,28.29.81
8406.1,28.11.21
8406.81,28.11.21
8406.82,28.11.21
8406.9,28.11.31
8407.1,30.30.11
8407.21,28.11.11
8407.29,28.11.12
8407.31,29.10.11
8407.32,29.10.11
8407.33,29.10.11
8407.34,29.10.12
8407.9,28.11.12
8408.1,28.11.13
8408.2,29.10.13
8408.9,28.11.13
8409.1,30.30.15
