CPA 2008,CPC v2
52.22.19,67590
52.23.11,67610
52.23.12,67620
52.23.19,67630
52.23.20,67640
52.24.11,67110
52.24.12,67110
52.24.13,67190
52.24.19,67190
52.29.11,67910
52.29.12,67910
52.29.19,67910
52.29.20,67990
53.10.11,68111
53.10.12,68111
53.10.13,68112
53.10.14,68113
53.10.19,68119
53.20.11,68120
53.20.12,68130
53.20.19,68130
55.10.10,63111
55.20.11,63114
55.20.12,63113
55.20.19,63112
55.30.11,63120
55.30.12,63130
55.90.11,63210
55.90.12,63220
55.90.13,63290
55.90.19,63290
56.10.11,63310
56.10.12,63310
56.10.13,63320
56.10.19,63399
56.21.11,63391
56.21.19,63391
56.29.11,63392
56.29.19,63393
56.29.20,63393
56.30.10,63400
58.11.11,32210
58.11.12,32291
58.11.13,32292
58.11.14,32220
58.11.15,32220
58.11.16,32511
58.11.19,32299
58.11.20,47691
58.11.20,47692
58.11.30,84311
58.11.41,83631
58.11.42,83639
58.11.50,89110
58.11.60,73320
58.12.10,32230
58.12.10,47692
58.12.20,84313
58.12.30,73312
58.13.10,32300
58.13.20,84312
58.13.31,83631
58.13.32,83639
58.14.11,32410
58.14.12,32420
58.14.19,32490
58.14.20,84312
58.14.31,83631
58.14.32,83639
58.14.40,73320
58.19.11,32530
58.19.12,32540
58.19.13,32630
58.19.14,32610
58.19.15,32620
58.19.19,32690
58.19.21,84393
58.19.29,84399
58.19.30,73320
58.21.10,47822
58.21.20,84342
58.21.30,84391
58.21.40,73311
58.29.11,47811
58.29.12,47812
58.29.13,47813
58.29.14,47814
58.29.21,47821
58.29.29,47829
58.29.29,38582
58.29.31,84341
58.29.32,84342
58.29.40,84392
58.29.50,73311
59.11.11,96121
59.11.12,96121
59.11.13,96121
59.11.21,96123
59.11.22,38950
59.11.23,47620
59.11.24,84331
59.11.30,83639
59.12.11,96131
59.12.12,96132
59.12.13,96133
59.12.14,96134
59.12.15,96135
59.12.16,96136
59.12.17,96137
59.12.19,96139
59.13.11,73320
59.13.12,96140
59.14.10,96150
59.20.11,96111
59.20.12,96112
59.20.13,96113
59.20.21,96122
59.20.22,96123
59.20.31,32520
59.20.32,32520
59.20.33,47610
59.20.34,47699
59.20.35,84321
59.20.40,73320
60.10.11,84631
60.10.12,84611
60.10.20,84621
60.10.30,83632
60.20.11,84631
60.20.12,84631
60.20.13,84631
60.20.14,84631
60.20.20,84612
60.20.31,84622
60.20.32,84622
60.20.40,83632
61.10.11,84121
61.10.12,84122
61.10.13,84140
61.10.20,84110
61.10.30,84150
61.10.41,84210
61.10.42,84221
61.10.43,84222
61.10.49,84290
61.10.51,84632
61.10.52,84633
61.10.53,84634
61.20.11,84131
61.20.12,84132
61.20.13,84140
61.20.20,84110
61.20.30,84150
61.20.41,84221
61.20.42,84222
61.20.49,84290
61.20.50,84634
61.20.50,84633
61.20.50,84632
61.30.10,84190
61.30.20,84632
61.30.20,84633
61.30.20,84634
61.90.10,84190
62.01.11,83141
62.01.12,83142
62.01.21,83143
62.01.29,83143
62.02.10,83131
62.02.20,83131
62.02.30,83132
62.03.11,83161
62.03.12,83162
62.09.10,87332
62.09.20,83132
63.11.12,83151
63.11.13,83152
63.11.19,83159
63.11.21,84332
63.11.22,84322
63.11.30,83633
63.12.10,84394
63.91.11,84410
63.91.12,84420
63.99.10,85991
63.99.20,83940
64.11.10,71110
64.19.11,71121
64.19.12,71122
64.19.21,71135
64.19.22,71133
64.19.23,71131
64.19.24,71132
64.19.25,71135
64.19.26,71134
64.19.29,71139
64.19.30,71190
64.20.10,71701
64.30.10,71702
64.91.10,71140
64.92.11,71135
64.92.12,71133
64.92.13,71131
64.92.14,71132
64.92.15,71135
64.92.16,71134
64.92.19,71139
64.99.11,71200
64.99.19,71190
65.11.10,71311
65.12.11,71321
65.12.12,71322
65.12.21,71331
65.12.29,71331
65.12.31,71332
65.12.32,71332
65.12.33,71332
65.12.34,71332
65.12.35,71332
65.12.36,71333
65.12.41,71334
65.12.49,71334
65.12.50,71335
65.12.61,71336
65.12.62,71336
65.12.71,71337
65.12.72,71339
65.12.73,71339
65.12.90,71339
65.20.11,71410
65.20.12,71420
65.20.13,71420
65.20.21,71431
65.20.22,71431
65.20.23,71432
65.20.24,71433
65.20.25,71434
65.20.31,71435
65.20.32,71436
65.20.41,71439
65.20.42,71439
65.20.50,71439
65.20.60,71439
65.30.11,71312
65.30.12,71313
66.11.11,71551
66.11.12,71552
66.11.19,71559
66.12.11,71521
66.12.12,71522
66.12.13,71592
66.19.10,71523
66.19.21,71511
66.19.22,71512
66.19.29,71519
66.19.31,71541
66.19.32,71542
66.19.91,71591
66.19.92,71593
66.19.99,71599
66.21.10,71620
66.22.10,71610
66.29.11,71630
66.29.19,71690
66.30.11,71530
66.30.12,71640
68.10.11,72121
68.10.12,72123
68.10.13,72130
68.10.14,72122
68.10.15,72130
68.20.11,72111
68.20.12,72112
68.31.11,72221
68.31.12,72223
68.31.13,72230
68.31.14,72222
68.31.15,72230
68.31.16,72240
68.32.11,72211
68.32.12,72213
68.32.13,72212
69.10.11,82110
69.10.12,82120
69.10.13,82120
69.10.14,82120
69.10.15,82130
69.10.16,82130
69.10.17,82191
69.10.18,82199
69.10.19,82199
69.20.10,82210
69.20.21,82221
69.20.22,82221
69.20.23,82222
69.20.24,82223
69.20.29,82221
69.20.31,82310
69.20.32,82320
69.20.40,82400
70.10.10,83118
70.21.10,83121
70.22.11,83111
70.22.12,83112
70.22.13,83114
70.22.14,83113
70.22.15,83115
70.22.16,83116
70.22.17,83117
70.22.20,83190
70.22.30,83129
70.22.40,83960
71.11.10,32550
71.11.21,83212
71.11.22,83213
71.11.23,83214
71.11.24,83211
71.11.31,83221
71.11.32,83222
71.11.33,83223
71.11.41,83232
71.11.42,83231
71.12.11,83310
71.12.12,83321
71.12.13,83324
71.12.14,83323
71.12.15,83326
71.12.16,83327
71.12.17,83322
71.12.18,83325
71.12.19,83329
71.12.20,83330
71.12.31,83411
71.12.32,83412
71.12.33,83413
71.12.34,83421
71.12.35,83422
71.20.11,83441
71.20.12,83442
71.20.13,83443
71.20.14,83444
71.20.19,83449
72,81300
72.11.11,81121
72.11.12,81121
72.11.13,81121
72.11.20,81400
72.19.11,81119
72.19.12,81119
72.19.13,81111
72.19.14,81112
72.19.15,81119
72.19.16,81112
72.19.19,81119
72.19.21,81129
72.19.29,81129
72.19.30,81130
72.19.40,81140
72.19.50,81400
72.20.11,81212
72.20.12,81211
72.20.13,81213
72.20.19,81219
72.20.21,81221
72.20.29,81229
72.20.30,81400
73.11.11,83611
73.11.12,83612
73.11.13,83611
73.11.19,83619
73.12.11,83620
73.12.12,83620
73.12.13,83620
73.12.14,83620
73.12.19,83620
73.12.20,83620
73.20.11,83700
73.20.12,83700
73.20.13,83700
73.20.14,83700
73.20.19,83700
73.20.20,83700
74.10.11,83911
74.10.12,83912
74.10.19,83919
74.10.20,83920
74.20.11,38941
74.20.12,38942
74.20.19,38942
74.20.21,83811
74.20.22,83812
74.20.23,83813
74.20.24,83814
74.20.29,83814
74.20.31,83820
74.20.32,83815
74.20.39,83819
74.30.11,83950
74.30.12,83950
74.90.11,83990
74.90.12,83990
74.90.13,83931
74.90.14,83430
74.90.15,85220
74.90.19,83939
74.90.20,83990
75.00.11,83510
75.00.12,83520
75.00.19,83590
77.11.10,73111
77.12.11,73112
77.12.19,73114
77.21.10,73240
77.22.10,73220
77.29.11,73210
77.29.12,73230
77.29.13,73290
77.29.14,73250
77.29.15,73260
77.29.16,73270
77.29.19,73290
77.31.10,73121
77.32.10,73122
77.33.11,73123
77.33.12,73124
77.34.10,73115
77.35.10,73116
77.39.11,73113
77.39.12,73117
77.39.13,73114
77.39.14,73125
77.39.19,73129
77.40.11,73330
77.40.12,73340
77.40.13,73350
77.40.19,73390
78.10.11,85111
78.10.12,85112
78.20.11,85121
78.20.11,85122
78.20.11,85123
78.20.11,85124
78.20.11,85125
78.20.12,85121
78.20.12,85122
78.20.12,85123
78.20.12,85124
78.20.12,85125
78.20.13,85121
78.20.13,85122
78.20.13,85123
78.20.13,85124
78.20.13,85125
78.20.14,85121
78.20.14,85122
78.20.14,85123
78.20.14,85124
78.20.14,85125
78.20.15,85121
78.20.15,85122
78.20.15,85123
78.20.15,85124
78.20.15,85125
78.20.16,85121
78.20.16,85122
78.20.16,85123
78.20.16,85124
78.20.16,85125
78.20.19,85121
78.20.19,85122
78.20.19,85123
78.20.19,85124
78.20.19,85125
78.30.11,85121
78.30.11,85122
78.30.11,85123
78.30.11,85124
78.30.11,85125
78.30.12,85121
78.30.12,85122
78.30.12,85123
78.30.12,85124
78.30.12,85125
78.30.13,85121
78.30.13,85122
78.30.13,85123
78.30.13,85124
78.30.13,85125
78.30.14,85121
78.30.14,85122
78.30.14,85123
78.30.14,85124
78.30.14,85125
78.30.15,85121
78.30.15,85122
78.30.15,85123
78.30.15,85124
78.30.15,85125
78.30.16,85121
78.30.16,85122
78.30.16,85123
78.30.16,85124
78.30.16,85125
78.30.19,85121
78.30.19,85122
78.30.19,85123
78.30.19,85124
78.30.19,85125
79.11.11,85511
79.11.12,85512
79.11.13,85513
79.11.14,85514
79.11.19,85519
79.11.21,85521
79.11.22,85523
79.11.23,85524
79.12.11,85540
79.12.12,85540
79.90.11,85561
79.90.12,85562
79.90.20,85550
79.90.31,85522
79.90.32,85531
79.90.39,85539
80.10.11,85240
80.10.12,85250
80.10.19,85290
80.20.10,85230
80.30.10,85210
81.10.10,85999
81.21.10,85330
81.22.11,85320
81.22.12,85340
81.22.13,85340
81.29.11,85310
81.29.12,94510
81.29.13,94590
81.29.19,85340
81.30.10,85970
82.11.10,85940
82.19.11,85951
82.19.12,85952
82.19.12,85953
82.19.13,85954
82.20.10,85931
82.30.11,85961
82.30.12,85962
82.91.11,85910
82.91.12,85920
82.92.10,85400
82.99.11,85999
82.99.12,85939
82.99.19,85999
84.11.11,91111
84.11.12,91112
84.11.13,91113
84.11.14,91114
84.11.19,91119
84.11.21,91191
84.11.29,91199
84.12.11,91121
84.12.12,91122
84.12.13,91123
84.12.14,91124
84.13.11,91131
84.13.12,91132
84.13.13,91133
84.13.14,91134
84.13.15,91135
84.13.16,91136
84.13.17,91137
84.13.18,91138
84.21.11,91210
84.21.12,91220
84.21.13,91230
84.22.11,91240
84.22.12,91250
84.23.11,91270
84.23.12,91280
84.24.11,91260
84.24.19,91290
84.25.11,91260
84.25.19,91260
84.30.11,91310
84.30.12,91320
84.30.13,91330
84.30.14,91340
85.10.10,92100
85.20.11,92200
85.20.12,92200
85.31.11,92310
85.31.12,92310
85.31.13,92330
85.31.14,92330
85.32.11,92320
85.32.12,92320
85.32.13,92340
85.32.14,92340
85.41.11,92410
85.41.12,92410
85.41.13,92420
85.41.14,92420
85.42.11,92510
85.42.12,92510
85.42.13,92520
85.42.14,92520
85.42.15,92520
85.42.16,92520
85.51.10,92912
85.52.11,92911
85.52.12,92911
85.52.13,92911
85.52.19,92911
85.53.11,92919
85.53.12,92919
85.59.11,92919
85.59.12,92919
85.59.13,92919
85.59.19,92919
85.60.10,92920
86.10.11,93111
86.10.12,93112
86.10.13,93119
86.10.14,93113
86.10.15,93119
86.10.19,93119
86.21.10,93121
86.22.11,93122
86.22.19,93122
86.23.11,93123
86.23.19,93123
86.90.11,93191
86.90.12,93192
86.90.13,93193
86.90.14,93194
86.90.15,93195
86.90.16,93197
86.90.17,93196
86.90.18,93199
86.90.19,93199
87.10.10,93210
87.20.11,93301
87.20.12,93303
87.30.11,93221
87.30.12,93222
87.30.13,93223
87.90.11,93302
87.90.12,93304
87.90.13,93304
88.10.11,93491
88.10.12,93491
88.10.13,93411
88.10.14,93493
88.10.15,93493
88.91.11,93510
88.91.12,93492
88.91.13,93510
88.99.11,93520
88.99.12,93530
88.99.13,93412
88.99.19,93590
90.01.10,96310
90.02.11,96220
90.02.12,96210
90.02.19,96290
90.03.11,96320
90.03.12,96330
90.03.13,38961
90.04.10,96230
91.01.11,84510
91.01.12,84520
91.02.10,96411
91.02.20,38962
91.02.20,38963
91.03.10,96412
91.04.11,96421
91.04.12,96422
92.00.11,96929
92.00.12,96929
92.00.13,96929
92.00.14,96921
92.00.19,96929
92.00.21,96921
92.00.29,96929
93.11.10,96520
93.12.10,96512
93.13.10,97230
93.19.11,96511
93.19.12,96610
93.19.13,96620
93.19.19,96590
93.21.10,96910
93.29.11,96990
93.29.19,96990
93.29.21,96990
93.29.22,96930
93.29.29,96990
94.11.10,95110
94.12.10,95120
94.20.10,95200
94.91.10,95910
94.92.10,95920
94.99.11,95991
94.99.12,95992
94.99.13,95993
94.99.14,95994
94.99.15,95995
94.99.16,95997
94.99.17,95998
94.99.19,95999
94.99.20,95996
95.11.10,87130
95.12.10,87153
95.21.10,87155
95.22.10,87151
95.23.10,87210
95.24.10,87240
95.25.11,87220
95.25.12,87220
95.29.11,87230
95.29.12,87290
95.29.13,87290
95.29.14,87290
95.29.19,87290
96.01.11,97110
96.01.12,97120
96.01.13,97140
96.01.14,97150
96.01.19,97130
96.02.11,97210
96.02.12,97210
96.02.13,97220
96.02.19,97290
96.02.20,38971
96.03.11,97310
96.03.12,97320
96.04.10,97230
96.09.11,86129
96.09.12,97910
96.09.13,97990
96.09.19,97990
97.00.10,98000
99.00.10,99000
